fit_popov_interlayer_nkp121/tegt.data (written by ASE) 

100 	 atoms 
2  atom types
0.0      12.300000000000001  xlo xhi
0.0      10.652112466548596  ylo yhi
0.0                      20  zlo zhi
     6.1500000000000004                       0                       0  xy xz yz


Atoms 

     1   1   1   0.0                       0                       0                     7.5
     2   1   1   0.0      12.300000000000001      1.4202816622064796                     7.5
     3   2   2   0.0      12.300000000000002      4.2608591894360606                    12.5
     4   2   2   0.0      13.530000000000001      3.5507183583328206                    12.5
     5   1   1   0.0      1.2300000000000002      2.1304224933097191                     7.5
     6   1   1   0.0      13.530000000000001      3.5507041555161987                     7.5
     7   2   2   0.0      13.530000000000001      6.3912816827457792                    12.5
     8   2   2   0.0                   14.76      5.6811408516425397                    12.5
     9   1   1   0.0      2.4600000000000004      4.2608449866194382                     7.5
    10   1   1   0.0      14.760000000000002      5.6811266488259182                     7.5
    11   2   2   0.0      14.760000000000002      8.5217041760554988                    12.5
    12   2   2   0.0      15.990000000000002      7.8115633449522583                    12.5
    13   1   1   0.0      3.6900000000000008      6.3912674799291587                     7.5
    14   1   1   0.0      15.990000000000002      7.8115491421356378                     7.5
    15   2   2   0.0      9.8400000000000034  1.4202816624747869e-05                    12.5
    16   2   2   0.0      17.220000000000002      9.9419858382619797                    12.5
    17   1   1   0.0      4.9200000000000008      8.5216899732388764                     7.5
    18   1   1   0.0      17.220000000000002      9.9419716354453556                     7.5
    19   2   2   0.0      11.070000000000004       2.130436696126341                    12.5
    20   2   2   0.0      12.300000000000002      1.4202958650231015                    12.5
    21   1   1   0.0      2.4600000000000004                       0                     7.5
    22   1   1   0.0      2.4600000000000004      1.4202816622064796                     7.5
    23   2   2   0.0      2.4600000000000004      4.2608591894360606                    12.5
    24   2   2   0.0      3.6900000000000004      3.5507183583328206                    12.5
    25   1   1   0.0      3.6900000000000004      2.1304224933097191                     7.5
    26   1   1   0.0      3.6900000000000004      3.5507041555161987                     7.5
    27   2   2   0.0      3.6900000000000004      6.3912816827457792                    12.5
    28   2   2   0.0      4.9199999999999999      5.6811408516425397                    12.5
    29   1   1   0.0      4.9200000000000008      4.2608449866194382                     7.5
    30   1   1   0.0      4.9200000000000008      5.6811266488259182                     7.5
    31   2   2   0.0      4.9200000000000008      8.5217041760554988                    12.5
    32   2   2   0.0      6.1500000000000004      7.8115633449522583                    12.5
    33   1   1   0.0      6.1500000000000012      6.3912674799291587                     7.5
    34   1   1   0.0      6.1500000000000012      7.8115491421356378                     7.5
    35   2   2   0.0  1.6463423641943989e-15  1.4202816624747869e-05                    12.5
    36   2   2   0.0      7.3800000000000008      9.9419858382619797                    12.5
    37   1   1   0.0      7.3800000000000008      8.5216899732388764                     7.5
    38   1   1   0.0      7.3800000000000008      9.9419716354453556                     7.5
    39   2   2   0.0      1.2300000000000009       2.130436696126341                    12.5
    40   2   2   0.0      2.4600000000000017      1.4202958650231015                    12.5
    41   1   1   0.0      4.9200000000000008                       0                     7.5
    42   1   1   0.0      4.9200000000000008      1.4202816622064796                     7.5
    43   2   2   0.0      4.9200000000000008      4.2608591894360606                    12.5
    44   2   2   0.0      6.1500000000000004      3.5507183583328206                    12.5
    45   1   1   0.0      6.1500000000000021      2.1304224933097191                     7.5
    46   1   1   0.0      6.1500000000000012      3.5507041555161987                     7.5
    47   2   2   0.0      6.1500000000000012      6.3912816827457792                    12.5
    48   2   2   0.0      7.3800000000000008      5.6811408516425397                    12.5
    49   1   1   0.0      7.3800000000000008      4.2608449866194382                     7.5
    50   1   1   0.0      7.3800000000000008      5.6811266488259182                     7.5
    51   2   2   0.0      7.3800000000000008      8.5217041760554988                    12.5
    52   2   2   0.0      8.6100000000000012      7.8115633449522583                    12.5
    53   1   1   0.0      8.6100000000000012      6.3912674799291587                     7.5
    54   1   1   0.0      8.6100000000000012      7.8115491421356378                     7.5
    55   2   2   0.0      2.4600000000000017  1.4202816624747869e-05                    12.5
    56   2   2   0.0      9.8400000000000016      9.9419858382619797                    12.5
    57   1   1   0.0      9.8400000000000016      8.5216899732388764                     7.5
    58   1   1   0.0      9.8400000000000016      9.9419716354453556                     7.5
    59   2   2   0.0      3.6900000000000017       2.130436696126341                    12.5
    60   2   2   0.0      4.9200000000000026      1.4202958650231015                    12.5
    61   1   1   0.0      7.3800000000000017                       0                     7.5
    62   1   1   0.0      7.3800000000000017      1.4202816622064796                     7.5
